Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,reply,policy
1203,9,0.1275,"돈, 생각, 차라리, 막, 퍼주, 수급, 세상, 그냥, 퍼, 처",청년만 사람취급받네 각종세금 잔뜩내는 대는 호구냐,영아수당 지급
96,9,0.119,"돈, 생각, 차라리, 막, 퍼주, 수급, 세상, 그냥, 퍼, 처",아주 막 퍼주네  문재인 정부 많이 섰다고 긴축 재정한다더니 윤항문 넌 막 퍼주네,영아수당 지급
1491,9,0.1152,"돈, 생각, 차라리, 막, 퍼주, 수급, 세상, 그냥, 퍼, 처",자립수당같은소리하내일하라고일자리추천해라그돈을  이나중소기업에나 줘라,영아수당 지급
1968,9,0.1111,"돈, 생각, 차라리, 막, 퍼주, 수급, 세상, 그냥, 퍼, 처",지돈 아니라고 막쓰네,영아수당 지급
406,9,0.0992,"돈, 생각, 차라리, 막, 퍼주, 수급, 세상, 그냥, 퍼, 처",그거 한다고 출산률 느냐  결혼해서 애 낳을 조건 되는 중산층 이상들에게만 막 퍼주네 왕짜증이다,영아수당 지급
426,9,0.0986,"돈, 생각, 차라리, 막, 퍼주, 수급, 세상, 그냥, 퍼, 처",연장반교사 급여는 입니다 위에서 말한은 야간연장 교사 급여다 설명은 연장반 설명해놓고 급여는 왜 야간연장 급여를 제시 하냐 그리고 휴계시간은   누가 만들었니 쓸데없이  무슨 휴계시간이냐   무급 연장근무다,영아수당 지급
133,9,0.0986,"돈, 생각, 차라리, 막, 퍼주, 수급, 세상, 그냥, 퍼, 처",제발 돈퍼주기좀 그만했으면ㅜ꼼수부려 돈타먹는사람들이나 찾아내지청년들도 돈을 너무 받아대니 힘든일안하려는 사람이 더 많아요이것도 돈만받고 애방치하는 사람 분명생길건데차라리 필요한 물품으로 대신 주던지 다른방법을 찾음 좋겠지만 이제 결정난거니 일단 퍼줘야겠죠대체 누가 대통령이 되야지 국민의말을 듣고 반영해줄까요대통령이되면 그냥 세상과 단절하고 사나요,영아수당 지급
616,9,0.0975,"돈, 생각, 차라리, 막, 퍼주, 수급, 세상, 그냥, 퍼, 처",돈보다는 아들좀 봐줘라ㅡㅡ 방학때 맞벌이를 할수가없다ㅡㅡ,영아수당 지급
578,9,0.0972,"돈, 생각, 차라리, 막, 퍼주, 수급, 세상, 그냥, 퍼, 처",그것 줘봐야 언발에 오줌누기다  제대로  통크게 할 수 없겠나  찔끔찔끔 주다보니 돈만 여기저기 쓰고 효과는 없고,영아수당 지급
156,9,0.0939,"돈, 생각, 차라리, 막, 퍼주, 수급, 세상, 그냥, 퍼, 처",돈 그만뿌려 물가 인플레이션이나 쳐잡아 젊은것들한테 하도 돈 퍼주니깐 요즘애들 아예 정부지원금만 타먹으면서 일 자체를 안하잖아,영아수당 지급
99,9,0.0929,"돈, 생각, 차라리, 막, 퍼주, 수급, 세상, 그냥, 퍼, 처",차라리 전 국민에게 일하지마라나라에서 월 씩 줄테니그래라 차라리안정된직장 집마련 어렵지않고 결혼해서 애낳아도 돈 적게 들고 애들 학원 안가도 되고 대학가서 공부하는그런 구조 만들생각은 아예 없지 뭐 애를 낳아보길했나 길러보길했나그러니 생각이 그모양이지,영아수당 지급
1594,9,0.092,"돈, 생각, 차라리, 막, 퍼주, 수급, 세상, 그냥, 퍼, 처",고작 이런 거 생각해내고 지들끼리 획기적이네 어쩌네 했을 거 생각하니 우습다 우스워,영아수당 지급
998,9,0.0909,"돈, 생각, 차라리, 막, 퍼주, 수급, 세상, 그냥, 퍼, 처",왜 애 안 낳는지 모르는 멍청한 정부 이쯤되면 일부러 서민들 적게낳게 해서 인구조절 하는 것 같다,영아수당 지급
1223,9,0.0905,"돈, 생각, 차라리, 막, 퍼주, 수급, 세상, 그냥, 퍼, 처",장난하나 청년지원금 만원을 왜주냐그리고 세 가진 집구석에 왜 돈퍼주는데제발 포퓰리즘 정책 폐기해라 짜증난다,영아수당 지급
1967,9,0.0897,"돈, 생각, 차라리, 막, 퍼주, 수급, 세상, 그냥, 퍼, 처",조부모 친척이 못봐주는 사람들은,영아수당 지급
1861,9,0.0885,"돈, 생각, 차라리, 막, 퍼주, 수급, 세상, 그냥, 퍼, 처",맞벌이부부는 대부분 능력자다 이런사람들이 애바준다고 애를 많이날까  바보같은발상이다 능력자는 애절대 안낳는다 능력없는자들이 오히러애 많이낳는다 고로 개나소나 퍼주지말고 연봉작은집우선으로 많이 지원하라,영아수당 지급
927,9,0.0885,"돈, 생각, 차라리, 막, 퍼주, 수급, 세상, 그냥, 퍼, 처",멍청이들아그런다고 출산율이 올라가나차라리 중고등학생 자녀를둔 부모한테 지원을 해줘야지,영아수당 지급
221,9,0.0881,"돈, 생각, 차라리, 막, 퍼주, 수급, 세상, 그냥, 퍼, 처",아니 이미칫 개한국은 열심히 일하는자들 빨대꽂아 세금ㅈ뜯어서 여기저기 막 퍼주기식이니 야 니들 돈으로 좀 주라고  가지가지 꼴값 떨고잇네,영아수당 지급
375,9,0.0876,"돈, 생각, 차라리, 막, 퍼주, 수급, 세상, 그냥, 퍼, 처",자기욕심에 남 따라 하려다 가랭이 찢어져서 돈이 부족한거지 애 키우는데 그렇게 큰돈 안듭니다 문센가지말고 집에서 놀아주면 되고 국민유모차 국민 장난감 사제기 안하면 되고 한것을물가를 안정시키고 사교육을 해결해라,영아수당 지급
1742,9,0.0873,"돈, 생각, 차라리, 막, 퍼주, 수급, 세상, 그냥, 퍼, 처",출산 육아 대책을 세우는건 좋습니다 하지만 세금이 줄줄 세어나갈까 걱정입니다 정책 포커스를 출산장려로 맞춰야 하는데 육아 포커스로 맞추니 이것이 얼마나 출산 육아 대책이 될까요  제대로 작동할지 의문이고 결과가 좋치않을 것이 뻔히 보이는 것이 걱정입니다,영아수당 지급
485,9,0.0869,"돈, 생각, 차라리, 막, 퍼주, 수급, 세상, 그냥, 퍼, 처",복지는 늘어야하는게 맞는거에요 나만 잘살면 될거같죠 길거리에 거지꼴 하고 다니는사람들 많으면 기분좋으실런지 ,영아수당 지급
850,9,0.086,"돈, 생각, 차라리, 막, 퍼주, 수급, 세상, 그냥, 퍼, 처",이런 세상에서 무슨 애를 더 낳아,영아수당 지급
1665,9,0.0855,"돈, 생각, 차라리, 막, 퍼주, 수급, 세상, 그냥, 퍼, 처",누구 돈으로 벌써부터 준비하는겨,영아수당 지급
1677,9,0.0853,"돈, 생각, 차라리, 막, 퍼주, 수급, 세상, 그냥, 퍼, 처",참나 이사람도 제정신이 아니군  쯧쯧,영아수당 지급
1778,9,0.0847,"돈, 생각, 차라리, 막, 퍼주, 수급, 세상, 그냥, 퍼, 처",난좋빠지게벌어서세금내고외손주보고있는데개털이내 대상서제외   졸나억울하다 나쌩고생해서돈벌때도와준거있냐,영아수당 지급
889,9,0.0844,"돈, 생각, 차라리, 막, 퍼주, 수급, 세상, 그냥, 퍼, 처",퍼주기니 나라 망한다느니 왜 헤드라인 없냐  국짐이 하면 복지고 민주당이 함 퍼주기고 지역화폐 잘 쓰고 있었는데  짜증나네,영아수당 지급
1971,9,0.0839,"돈, 생각, 차라리, 막, 퍼주, 수급, 세상, 그냥, 퍼, 처",여가부 없애고 한다는짓이 이짓거리야,영아수당 지급
1637,9,0.0838,"돈, 생각, 차라리, 막, 퍼주, 수급, 세상, 그냥, 퍼, 처",걍 아동수당을 올려주세요그러면 둘낳을테니,영아수당 지급
688,9,0.0818,"돈, 생각, 차라리, 막, 퍼주, 수급, 세상, 그냥, 퍼, 처",훠훠허 전 평집에서 자알살겠습니다 월세내고 평에서 명이 잘 사십쇼 훠훠훠,영아수당 지급
1709,9,0.0818,"돈, 생각, 차라리, 막, 퍼주, 수급, 세상, 그냥, 퍼, 처",그냥 아이한테쓴 영수증청구로 월씩 돌려줘라밑에 댓글처럼 어린이집교사 대우잘해주고 학대관련 엄중처벌사고예방교육 안전검사 아이를 맡기고 일나갈수있게 믿음을 줘라 맨날 뉴스뜨고 난린데 불안해서 보내겠나돌지낫다고 수당 줄이는건 뭔데더주지못할망정,영아수당 지급
405,9,0.0813,"돈, 생각, 차라리, 막, 퍼주, 수급, 세상, 그냥, 퍼, 처",애 하나는평대애 둘은 평대애 셋은평대애 다섯은평대집줘라 그럼된다,영아수당 지급
1522,9,0.0812,"돈, 생각, 차라리, 막, 퍼주, 수급, 세상, 그냥, 퍼, 처",이번에 건강보험료 보고 알았다근로소득 노동자는 국가가 인질로 잡는합법적 호구 라는걸나 같아도 사업자 되면 탈세 할 거 같다막 퍼주고무조건 징세하고 올리는거 누가 못하나년 임기 지나면 자기책임 아니라는거지정치 공무원 니들 부터 단두대 올라 가야지,영아수당 지급
1820,9,0.0812,"돈, 생각, 차라리, 막, 퍼주, 수급, 세상, 그냥, 퍼, 처",나라가 미칫다,영아수당 지급
1426,9,0.0812,"돈, 생각, 차라리, 막, 퍼주, 수급, 세상, 그냥, 퍼, 처",장애인 일자리 확대좀 해줘요그냥 주는 푼돈 필요없다시방이정권은 무슨 권법인거지ㅡㅡㅡ,영아수당 지급
1743,9,0.0797,"돈, 생각, 차라리, 막, 퍼주, 수급, 세상, 그냥, 퍼, 처",그냐 지지자 에게 돈주겠다고해  은 군바리 월급 에 은 각종혜택에  지지층만 돈 퍼주네,영아수당 지급
