Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,reply,policy
482,17,0.1389,"수당, 복지, 뭐, 지금, 노인, 자립, 알, 아주, 아동, 도",노인 모시는 것도 힘들다 수당 좀 줘라  애들은 예쁘기라도 하지 치매노인 돌보는 자식들은 죽어난다,영아수당 지급
31,17,0.1369,"수당, 복지, 뭐, 지금, 노인, 자립, 알, 아주, 아동, 도",처음엔 아동수당부모급여로 명칭만 바뀌는것 처럼 홍보하더니 그게 아니었나봐요 그럼 부모급여따로 아동수당 따로 주려고 했던거에요 내가 이해를 못한거야 뭐야 그래서 결국 육휴쓰면 못받는다는거 그럼 출산으로 일 그만두고 실직되면 부모급여 따로 주고 아동수당 따로 줄 예정이었던거임 뭐 정책을 이따구로 하는거야,영아수당 지급
1192,17,0.1252,"수당, 복지, 뭐, 지금, 노인, 자립, 알, 아주, 아동, 도",일하는 사람을 지원해야지 놀고먹는 사람을 왜 지원하냐 노인들도 일자리 주고 지원해라 청년들도 취업자만 월세 지원하고,영아수당 지급
1561,17,0.1215,"수당, 복지, 뭐, 지금, 노인, 자립, 알, 아주, 아동, 도",사회적 약자가 천만명,영아수당 지급
1643,17,0.119,"수당, 복지, 뭐, 지금, 노인, 자립, 알, 아주, 아동, 도",취지는 좋다 그런데 니 생각되로 될까,영아수당 지급
1032,17,0.117,"수당, 복지, 뭐, 지금, 노인, 자립, 알, 아주, 아동, 도",진짜 나라 개판 만드는구나ㅜㅜ 정말 최악의정부네,영아수당 지급
1724,17,0.1169,"수당, 복지, 뭐, 지금, 노인, 자립, 알, 아주, 아동, 도",악성댓글의 얘기 조부모가 손자손녀키우는지 어떡해알음 그럼 한부모는 한부모가키우는지 어떻게아냐 진짜 멍청한건가 아니면 진짜 정신적으로문제가있는걸까 다신청해서 개나소나받는다고 ㅋㅋㅋㅋㅋㅋㅋ 그런 논리면 모든지원에는 구멍이있는거지,영아수당 지급
1590,17,0.1146,"수당, 복지, 뭐, 지금, 노인, 자립, 알, 아주, 아동, 도",그럼 자기자식 자기가 키우는 사람은 혜택없음,영아수당 지급
1888,17,0.1075,"수당, 복지, 뭐, 지금, 노인, 자립, 알, 아주, 아동, 도",조부모도움없이 아이 키우는 경단녀를 줘야되는거아닌가요맞벌이는 둘이 돈 벌어서 여유있잖아요시터쓰는거 아끼느라 조부모 도움받는건데,영아수당 지급
1457,17,0.1051,"수당, 복지, 뭐, 지금, 노인, 자립, 알, 아주, 아동, 도",재정관리 잘해라 추경호야,영아수당 지급
1378,17,0.1051,"수당, 복지, 뭐, 지금, 노인, 자립, 알, 아주, 아동, 도",노는 청년을 왜 지원해,영아수당 지급
2066,17,0.1051,"수당, 복지, 뭐, 지금, 노인, 자립, 알, 아주, 아동, 도",윤석렬 윤자도 꺼내지마라무능함이 도를 넘었다,영아수당 지급
1503,17,0.103,"수당, 복지, 뭐, 지금, 노인, 자립, 알, 아주, 아동, 도",사지 멀쩡한 청년들에게 줄 돈으로 육아수당 및 정책에 돈 좀 써야하지 않을까 출산율 어쩔 자기 비혼주의자라고 뭐라 하는 사람들  결국 연금 및 세금으로 부메랑되어 돌아온다,영아수당 지급
952,17,0.1014,"수당, 복지, 뭐, 지금, 노인, 자립, 알, 아주, 아동, 도",청년들 일을 하게 해야되는데,영아수당 지급
42,17,0.1,"수당, 복지, 뭐, 지금, 노인, 자립, 알, 아주, 아동, 도",이걸 한 번도 테스트하지 않아서 생긴 오류고 그 결과는 복지수당을 받아야 할 서민들만 고생한다는 것이다 입으로만 국민과 민생을 말할 것이 아니라 서둘러 무능을 털고 제대로 된 복지행정 서비스를 해야 한다,영아수당 지급
1568,17,0.0996,"수당, 복지, 뭐, 지금, 노인, 자립, 알, 아주, 아동, 도",쳐먹고 일안하는 놈들을 왜 세금으로지원하는지사회 초년생들 세 까지 세금 면제해라,영아수당 지급
481,17,0.0994,"수당, 복지, 뭐, 지금, 노인, 자립, 알, 아주, 아동, 도",교육비와 주거비를 낮추지 않는한 출산율 상승은 요원하다,영아수당 지급
1284,17,0.0977,"수당, 복지, 뭐, 지금, 노인, 자립, 알, 아주, 아동, 도",청년지원수당 왜주냐  이해가 않간다 진심,영아수당 지급
963,17,0.0975,"수당, 복지, 뭐, 지금, 노인, 자립, 알, 아주, 아동, 도",노인들이나 줘라 청년부터ㅜ받으면 소눈 누가 카우냐,영아수당 지급
500,17,0.097,"수당, 복지, 뭐, 지금, 노인, 자립, 알, 아주, 아동, 도",그냥 주기 싫은거임ㅋㅋㅋㅋ,영아수당 지급
1270,17,0.0965,"수당, 복지, 뭐, 지금, 노인, 자립, 알, 아주, 아동, 도",일하는 청년 지원해라노는 청년 집에서 돈주거나 슈가대디 뭐 방법이 있다 계속 노는건 지들이 알아서 할일이다,영아수당 지급
1254,17,0.0958,"수당, 복지, 뭐, 지금, 노인, 자립, 알, 아주, 아동, 도",국회의원들 월급 줄여라,영아수당 지급
602,17,0.095,"수당, 복지, 뭐, 지금, 노인, 자립, 알, 아주, 아동, 도",일단 출산장려 정책 지지합니다,영아수당 지급
1495,17,0.0947,"수당, 복지, 뭐, 지금, 노인, 자립, 알, 아주, 아동, 도",나이때 별로 다주지 누군주고  누군 안주고뭐하자는건지 나라가 이상해져가네  돈많은사람들은 더 잘사는 나라가 되어가는거같은 ,영아수당 지급
1370,17,0.094,"수당, 복지, 뭐, 지금, 노인, 자립, 알, 아주, 아동, 도",저렇게 다 받아가면 돈은 누가내냐 그리고 분유 기저귀 값 없어서 출산율이 이렇다고 착각하는 모양인데 정권이 바뀌어도 머리는 장식이나  딱 개다 재산적 가치를 지니는 즉 가격의 상승 여력이 있는 자기소유의 거주공간  마련을 어떻게 하면 쉽게 할 것인가 둘째 초딩부터 시작되는 사교육 쓰나미 어째해야지 좀 시킨다하면 인당 부터 스타트아님  쓸돈 없고 벌어서 은행하고 학원 다 가져다주니 결혼도 싫고 출산은 더더욱 싫을 것이고근로 의욕 떨어지는 것이고,영아수당 지급
1367,17,0.0919,"수당, 복지, 뭐, 지금, 노인, 자립, 알, 아주, 아동, 도",진짜 가지가지하네머릿속에 똥만들었나배웠다는것들이 모여서 이런 어처구니없는정책만 골라서하고난리네,영아수당 지급
1535,17,0.0919,"수당, 복지, 뭐, 지금, 노인, 자립, 알, 아주, 아동, 도",애들술값내주는거야,영아수당 지급
1636,17,0.0919,"수당, 복지, 뭐, 지금, 노인, 자립, 알, 아주, 아동, 도",서울이 좋네 경기도는 없는데 돈이있어야 서울살지 경기도는  뭐야,영아수당 지급
898,17,0.0904,"수당, 복지, 뭐, 지금, 노인, 자립, 알, 아주, 아동, 도",에휴대단한 정책이네요ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,영아수당 지급
1155,17,0.0901,"수당, 복지, 뭐, 지금, 노인, 자립, 알, 아주, 아동, 도",예산 삭감이 책임진다는거지 삭감한다고 책임 안짐,영아수당 지급
222,17,0.0901,"수당, 복지, 뭐, 지금, 노인, 자립, 알, 아주, 아동, 도",에휴 지금 복지를 늘릴때가 아닙니다,영아수당 지급
1815,17,0.0901,"수당, 복지, 뭐, 지금, 노인, 자립, 알, 아주, 아동, 도",이걸 시행한다고 과연 원래 손주나 조카 안 봐주던 사람이 새롭게 애를 봐줄까요 아니면 그냥 부정등록해서 돈만 타먹을까요 출산율 높이는데 프로도 도움 안 되는 정책일듯ㅋㅋ,영아수당 지급
1241,17,0.0901,"수당, 복지, 뭐, 지금, 노인, 자립, 알, 아주, 아동, 도",저소득층장애인노인아동은 사회적 약자로 인정복지정책을 이어 나가는 건 적극 찬성하고 지지하는데사지멀쩡한 청년을 취약청년으로 둔갑시키는건 뭔데취약청년 한창 건강한 청년은 취약한데 장년들은 청년보다 건실하다 이건 뭐,영아수당 지급
1326,17,0.0901,"수당, 복지, 뭐, 지금, 노인, 자립, 알, 아주, 아동, 도",지금 나이 많은 사람들의 시각을 좀 교정할 필요가 있음 청년들이 사회를 지탱하는 현재이자 미래의 기둥인데 지들 노령 연금 받는 거에는 민감하면서 젊은 애들이 뭔 지원금이냐며 청년지원금에는 대단히 인색함 그냥 청년지원 자체에 대단히 인색함 그깟 푼돈 쥐어줘서라도 애들이 취업하면 나중에 지들 먹여 살리기 위해 내는 돈이 훨씬 더 큼에도 말이지 뿐인가 일자리는 많은데 젊은 애들이 험한 일을 안 한다고 온실 속 화초취급함 그렇게 말도 안 되는 꼰대질 하면서도 왜 결혼은 안 하냐는 둥 애는 왜 안 낳는냐는 둥 헛소리를 해대지,영아수당 지급
183,17,0.0897,"수당, 복지, 뭐, 지금, 노인, 자립, 알, 아주, 아동, 도",노인돌봄수당도 줘라 너무 힘들다,영아수당 지급
1857,17,0.0889,"수당, 복지, 뭐, 지금, 노인, 자립, 알, 아주, 아동, 도",부정수급 조장하는 정책,영아수당 지급
