Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,reply,policy
1191,14,0.1541,"지원, 청년, 일자리, 이건, 취업, 노, 더, 정치, 도움, 건가",사지 멀쩡한데 먹고 노는놈 만원 주지말고중소기업에서 최저받으며 성실히 일하는 사람들 만원씩 줘라,영아수당 지급
2015,14,0.147,"지원, 청년, 일자리, 이건, 취업, 노, 더, 정치, 도움, 건가",대통자리에 눈이 멀었나에휴 안 찍어 줘,영아수당 지급
1251,14,0.1444,"지원, 청년, 일자리, 이건, 취업, 노, 더, 정치, 도움, 건가",자립수당같은소리하고자빠졋네ㅡㅡ부모수당은또뭐냐ㅡㅡ그돈으로 독거노인들이나챙겨라ㅗㅗ,영아수당 지급
1570,14,0.1372,"지원, 청년, 일자리, 이건, 취업, 노, 더, 정치, 도움, 건가",이래서 젊은 친구들이 일을 안한다ㅡㅡ형평성도 없고 대가 봉이냐,영아수당 지급
1240,14,0.1316,"지원, 청년, 일자리, 이건, 취업, 노, 더, 정치, 도움, 건가",청년에겐 기회가 주어져야지 현금을 주면 안된다청년들 바보 만들기 딱좋다,영아수당 지급
1572,14,0.1313,"지원, 청년, 일자리, 이건, 취업, 노, 더, 정치, 도움, 건가",제목만보고 미쳤네 했네 다좋은데 전정부 욕한건 어찌감당할라고,영아수당 지급
1213,14,0.1254,"지원, 청년, 일자리, 이건, 취업, 노, 더, 정치, 도움, 건가",언제부터 청년이 취약 계층이었냐,영아수당 지급
1261,14,0.1235,"지원, 청년, 일자리, 이건, 취업, 노, 더, 정치, 도움, 건가",사지 멀쩡한 청년들한테 이렇게 돈을 퍼주는 나라가 있을까 나라망해간다,영아수당 지급
1194,14,0.1219,"지원, 청년, 일자리, 이건, 취업, 노, 더, 정치, 도움, 건가",대는 봉이냐,영아수당 지급
1450,14,0.119,"지원, 청년, 일자리, 이건, 취업, 노, 더, 정치, 도움, 건가",답답한 기분은 왜일까,영아수당 지급
1365,14,0.1188,"지원, 청년, 일자리, 이건, 취업, 노, 더, 정치, 도움, 건가",대 번찍일붸 백수 벌레들을 왜 챙겨줘증소기업 일하는 대한테 월급에 더해서  씩 주는게 효울적이지,영아수당 지급
1291,14,0.1149,"지원, 청년, 일자리, 이건, 취업, 노, 더, 정치, 도움, 건가",청년자립수당은 머냐 장난하냐  세금낼려고 돈버는 나이는 따로 있냐 정치도 제발 생각좀하고 개념좀 챙겨서 해라,영아수당 지급
1371,14,0.1145,"지원, 청년, 일자리, 이건, 취업, 노, 더, 정치, 도움, 건가",자립수당 만원 이걸로 뭐에쓸까요 죄 술처먹을건데 요즘 구인난 난리인데 세금걷어 술값주는 나라 그 돈으로 저소득 힘든 국민에게 쓰죠 이미게한 정치인들아,영아수당 지급
