Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,reply,policy
1776,11,0.1232,"정책, 더, 인구, 자녀, 이상, 하나, 오세훈, 걸, 유치원, 엄마",좋은정책 감사합니다말로만 출산률감소걱정 떠들지말고오시장님처럼 행동으로 보여줘야한다고 생각합니다위정자들에게 모범이 되어주셔서 감사드립니다,영아수당 지급
1293,11,0.121,"정책, 더, 인구, 자녀, 이상, 하나, 오세훈, 걸, 유치원, 엄마",청년들 놀아도 돈을주니까 일하는놈이 없다 한달에 최대만원까지주면 슬슬 알바만해도 청년수당포함 이삼백은 족히 넘는데 누가 정규직 들어가서 개고생 하려고 하겠나  쉬고싶을태 쉬면되는데 일자리창출을 해야할 정부가  지금 한다는짓거리가 백수를 키우고있다는 것만 알아라,영아수당 지급
1843,11,0.1183,"정책, 더, 인구, 자녀, 이상, 하나, 오세훈, 걸, 유치원, 엄마",ㅋㅋㅋ 쓸모없다ㅠㅠ,영아수당 지급
322,11,0.1149,"정책, 더, 인구, 자녀, 이상, 하나, 오세훈, 걸, 유치원, 엄마",더줘야된다태어나자마자 월백만원이상 살때까지 주고 대학까지학비무료로하고 명째는 월 이백 이상 명이상은 이상 줘야 인구 절벽 막는다돈타령할땐가 민족이 소멸 된다는데,영아수당 지급
453,11,0.1075,"정책, 더, 인구, 자녀, 이상, 하나, 오세훈, 걸, 유치원, 엄마",인구 절벽이다 아깝지만 애만 나으면 성인 되기전까지다 지원해라 그래야 애를 낳지이러다 경제에 더 큰 타격 오겠다,영아수당 지급
943,11,0.1051,"정책, 더, 인구, 자녀, 이상, 하나, 오세훈, 걸, 유치원, 엄마",쓸데 없는데 돈쓰지 말고 애 낳는데 써라,영아수당 지급
226,11,0.1036,"정책, 더, 인구, 자녀, 이상, 하나, 오세훈, 걸, 유치원, 엄마",중고생 있는 서민들은 더 힘든데정책이 좀 현명하게 추진되었으면 한다부유한 가정은 돈 안줘도 이상 낳는다차라리 줄거면 어려운 가정에 더 많이 지원해주고 있는 집은 주지마라,영아수당 지급
1933,11,0.1032,"정책, 더, 인구, 자녀, 이상, 하나, 오세훈, 걸, 유치원, 엄마",무상보육 자체를 없애야한다저출산 해결도 안되고 아이들만 어린나이에 기관에 맡겨지고세금만 아깝다,영아수당 지급
681,11,0.1032,"정책, 더, 인구, 자녀, 이상, 하나, 오세훈, 걸, 유치원, 엄마",문재인의 출산율 프로는 전쟁과 기아 포함해서 인류 역사상 어느나라도 기록하지 못한 수치다 나라가 존속위기에 처해있는데 이악물고 모른척하는 문재인과 ㄷㄲㅁ들은 진짜 다같이 월북이나 하길,영아수당 지급
613,11,0.1024,"정책, 더, 인구, 자녀, 이상, 하나, 오세훈, 걸, 유치원, 엄마",혜택못받으신분들열불나겠다,영아수당 지급
134,11,0.1009,"정책, 더, 인구, 자녀, 이상, 하나, 오세훈, 걸, 유치원, 엄마",대통령이 애도 안낳아보고 길러본적도 없고 학교보낸적도 없고 학원보내본적도 없으니 이런 정책이 나오는거다 왜 자궁에 착상되면 부모급여 주지그래  차라리 멀리보고 지금 현재도 미래도 혜택보게 중고생들에게 지원해주던지 하는게 현실성 있을꺼다 지속적으로 년은 되야 정책이지 국가의 미래가 달려있는데 고작년 지원하는걸 정책이라고 내놓았나 윤석렬 쪼잔하다 현정책 보여주기식 탁상행정 멀리좀 내다보고 깊이좀 생각하고 정책을 구상해라,영아수당 지급
2055,11,0.0994,"정책, 더, 인구, 자녀, 이상, 하나, 오세훈, 걸, 유치원, 엄마",육아휴직 급여는 고용노동부에서 년 만 주는거고 그것도 프로 아니고 이것저것 떼면 월 수입보다 훨씬적어진다 근데 누군 주고 누군안주고 맨날 일안하는 사람만 지원해주면 누가 일하려 하냐일하는 사람 세금 거둬 일안하는 사람 퍼주면  불공평하다 일해서 세금 열심히 낸 사람들은 왜 안챙겨주냐 출산한 자녀에 한해서는 공평하게 지급해라,영아수당 지급
971,11,0.099,"정책, 더, 인구, 자녀, 이상, 하나, 오세훈, 걸, 유치원, 엄마",부모도 없고 일가친척도 없으면 저런 눈먼돈도 못받겠네,영아수당 지급
567,11,0.0979,"정책, 더, 인구, 자녀, 이상, 하나, 오세훈, 걸, 유치원, 엄마",그돈으로 월급을 올려주면 다 해결되잔아 ㅉㅉㅋㅋ,영아수당 지급
592,11,0.0979,"정책, 더, 인구, 자녀, 이상, 하나, 오세훈, 걸, 유치원, 엄마",찢빠 개딸들 트집잡느라 난리났네,영아수당 지급
605,11,0.0972,"정책, 더, 인구, 자녀, 이상, 하나, 오세훈, 걸, 유치원, 엄마",저 이번에 출산해요육아휴직좀 사용할수있게 도와주세요ㅠㅠ근로계약에은 있지만 제가 호라 과연 쓸수있울지 의문이예요,영아수당 지급
411,11,0.0955,"정책, 더, 인구, 자녀, 이상, 하나, 오세훈, 걸, 유치원, 엄마",자살율 우주에서  등 하겠네 언제쯤 제대로 된 지도자가 나오겠나,영아수당 지급
207,11,0.0919,"정책, 더, 인구, 자녀, 이상, 하나, 오세훈, 걸, 유치원, 엄마",좋은정책은 칭찬하고  조금씩 나아지는   정책이 되길바란다,영아수당 지급
2056,11,0.0901,"정책, 더, 인구, 자녀, 이상, 하나, 오세훈, 걸, 유치원, 엄마",독신세 더 걷고 기업도 더부담해서  양육비 지원 해라 인구문제 해결하자,영아수당 지급
1304,11,0.0901,"정책, 더, 인구, 자녀, 이상, 하나, 오세훈, 걸, 유치원, 엄마",청년도 차별이냐,영아수당 지급
761,11,0.0901,"정책, 더, 인구, 자녀, 이상, 하나, 오세훈, 걸, 유치원, 엄마",안철수  니 돈으로 해라 곳간에 돈이 남아도냐,영아수당 지급
1795,11,0.0897,"정책, 더, 인구, 자녀, 이상, 하나, 오세훈, 걸, 유치원, 엄마",자기직계가족도 돈으로해결하는세상  이게나라냐,영아수당 지급
2008,11,0.0897,"정책, 더, 인구, 자녀, 이상, 하나, 오세훈, 걸, 유치원, 엄마",미친인간 세금 그만 남발해라 세금이 니돈이냐 기분내게 아님 니 사비로 줘라,영아수당 지급
274,11,0.0885,"정책, 더, 인구, 자녀, 이상, 하나, 오세훈, 걸, 유치원, 엄마",우리나라 정책보면 정말 차원적인 정책밖에 없는 것 같다,영아수당 지급
1698,11,0.0876,"정책, 더, 인구, 자녀, 이상, 하나, 오세훈, 걸, 유치원, 엄마",아이를 돌봐주는대 소득이 왜 필요하냐 애 키우려고 맞벌이 하는 부부들은 호구인가보다,영아수당 지급
