Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,reply,policy
414,18,0.154,"왜, 말, 못, 우리, 초, 자꾸, 난리, 이해, 세대, 중고",이 아기가 성인이 되면  또 태어나는 얼라 때문에 수 십년 세금을 내야한다 힘들면 또 자살이다,영아수당 지급
1388,18,0.1354,"왜, 말, 못, 우리, 초, 자꾸, 난리, 이해, 세대, 중고",아니 포퓰리즘 남발하네 그 국짐당이 ㅋㅋㅋㅋ 양심없는것들 ㅋㅋㅋㅋ,영아수당 지급
1747,18,0.1199,"왜, 말, 못, 우리, 초, 자꾸, 난리, 이해, 세대, 중고",그 많은 세금은 또 누구 내는건가,영아수당 지급
1509,18,0.1149,"왜, 말, 못, 우리, 초, 자꾸, 난리, 이해, 세대, 중고",지금 세 년생 자칭 민주화 운동 세대들은 잘 들어라   너네들이 미국산소때부터 세월호까지 좆불들고 지이랄하면서 문제인을 대통으로 모셔서 만든 나라다  너네들은 걍 평생 세금만 내고 연말정산때 세금 더 토해내라  너네가 원하는 다같이 잘먹고 살자던 그 세상 아니냐,영아수당 지급
412,18,0.1149,"왜, 말, 못, 우리, 초, 자꾸, 난리, 이해, 세대, 중고",지구에 사는 인간이  억 이상 일 걸   에서 강력하게 각 나라 별로  한 해 인구를  줄여야  지구를 살리는 길이다 태어나는 얼라한테 환경 부담금 오히려 매겨야한다,영아수당 지급
177,18,0.113,"왜, 말, 못, 우리, 초, 자꾸, 난리, 이해, 세대, 중고",초중고 가정세대는 지원도 못받은세대인데 좀 해주세요 제일 돈많이 나가는 시기인데,영아수당 지급
1218,18,0.1129,"왜, 말, 못, 우리, 초, 자꾸, 난리, 이해, 세대, 중고",부모급여자기자식 자기가 책임지고 키우는게 당연한데 왜 돈을 주나그것도 돈도 별로 안드는 유아동에게만중고딩 부모는 부모가 아니냐,영아수당 지급
1627,18,0.1129,"왜, 말, 못, 우리, 초, 자꾸, 난리, 이해, 세대, 중고",세금이 남아도나봐 그 세금은 왜 자꾸 받는 사람만 받냐,영아수당 지급
181,18,0.1128,"왜, 말, 못, 우리, 초, 자꾸, 난리, 이해, 세대, 중고",  세 자녀를 둔 사라만  부모인가요  세금 지금 까지 현재도 겁나 많이  내는  중 고등 힉부모는 왜  부모수당 못 받나요   왜요  혜택은 도 못받고 왜  세금만 내나요,영아수당 지급
1451,18,0.109,"왜, 말, 못, 우리, 초, 자꾸, 난리, 이해, 세대, 중고",청년청년청년  뭐만하면 청년그냥 허경영 뽑고 억씩 삭받자,영아수당 지급
