Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,reply,policy
1641,4,0.1704,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",오바보,영아수당 지급
1835,4,0.1647,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",돈준다고 많이들 낳을거면 벌써 인구 억 넘었다,영아수당 지급
1219,4,0.1472,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",아니도대체 사오십대와  초중고 키우고있는 부모는 이나라에 봉인가요 진짜 어이가 없네  사오십대는 죽어라 돈벌고 세금내고 그세금 고스란히 딴주머니로 들어가고 참 잘하는짓이다 영유아들보다 초중고 키우는가정이 돈더많이 들어간다 닝기럴,영아수당 지급
2058,4,0.117,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",눈 가리고 아웅 취약 계층의 복지는 엄청 줄여 놓고도시락 배달 공공 근로 일자리 만 개 없애고 등 등 사회적 약자 복지 늘리고 있다고 거짓말 하는 거 국민은 다 안다 윤석렬 정부는 거짓말을 넘 잘 해 너무 뻔뻔해,영아수당 지급
1579,4,0.1093,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",어린이집 교사들은 최저임금입니다 세후 도 안됩니다 여기에 수당이 시군구별로 다르지만 수당포함 월 통장에 들어오는 돈은 만원 내외구요 세  세  세  세  세  세  으로 교사대 아동비율이 최악입니다 어린이집 교사들의 처우도 생각해주어야합니다,영아수당 지급
1989,4,0.1056,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",이건 아니지 결국 맞벌이 가정에 만원 더 지원한다는 거 아니야 출산률을 위해 아이키우는 데에 지원하는 건 이지만이건 아닙니다 다른 방안을 생각하세요,영아수당 지급
1791,4,0.1051,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",애돌보는지아닌지 그걸 어떻게확인할건데 그리고 애봐주는돈을 왜 세금으로 내,영아수당 지급
2026,4,0.1014,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",오세훈이도 별거없군 돈으로 대통령해보시겠다고 시재정 거덜내시겠다고 재명이 꼴 난다,영아수당 지급
1613,4,0.1012,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",미쳐가는구나 막 미쳐가,영아수당 지급
2009,4,0.101,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",약자와 동행하겠다는 오세훈 정책 환영합니다,영아수당 지급
1285,4,0.101,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",지금부터라도 출산정책에 총력을 기울여야돼  진짜 이리저리 선심쓰듯 아주 절실한것아닌 복지 남발하다가 파산한다진짜,영아수당 지급
1616,4,0.0997,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",이딴정책은 누구머리냐그돈으로 어린이집선생님들 월급이나 올려줘라,영아수당 지급
354,4,0.0996,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",낳는것도 중요하지만 학교 교육이 중요 학원 안보내고 키울수 있는 환경 좀 만들어라 교육에 질이 너무떨어져 학원 교육필수가 된 현실,영아수당 지급
619,4,0.0996,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",세금 축내지마라 옛날엔 이런거 없이 잘 키웠고 낳을 사람은 다 낳는다,영아수당 지급
1902,4,0.0982,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",쉬어야하는 조부모에게 손주들 봐주라고 강요하는 정책아닌가,영아수당 지급
1759,4,0.0972,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",저렇게 과보호하는 데 애들이 강한 나무로 클까 온실 속 나무는 바람만 불어도 쓰러진다 이런 애들에게 우리의 미래를 맡기는 건 어불성설이다 제 앞가림도 못 할거다,영아수당 지급
211,4,0.0958,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",이런거 정도로 출산율 해결 안된다잔아 비정규직 과 정규직 임금격차 줄이고 비정규직 최소화해서 젊은층의 소득을 높여주고  주택가격을 대폭 떨어뜨려 주거비용부담을 줄여주고  사교육을 최소화 또는 안해도 될수있도록 하여 교육비 부담을 줄여 줘야 결혼도 하고 애도 순풍순풍 낳아야 우리나라의 미래가 있다잔아,영아수당 지급
1948,4,0.0952,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",그런돈들 필요없고 집을줘라 이자에 원금에 애 낳지도 못한다,영아수당 지급
528,4,0.0919,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",정말 이런다고 출산율이 올라갈가 ㅎㅎㅎ바보 들이야결혼율이 떨어지는데 ㅎㅎㅎ,영아수당 지급
965,4,0.0911,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",이게 맞는 행정일까요 미래를 위해 아이 키울 수 있는 환경을 만들어줘야지 자기 손주 봐주고 돈은 국가에서 준다 솔직히 저는 이해 할 수 없네요,영아수당 지급
872,4,0.0901,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",조부모주는돈을 왜 부모 소득기준으로주지재벌집에 노는 부모는 받게하겠단거지기가차네,영아수당 지급
61,4,0.0901,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",세부터 주는거면 개월수대로 다 줘야지 누구는주고 누구는 안주나,영아수당 지급
1818,4,0.0885,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",이제는 보수까지 돈뿌리고 난리네 ㅋㅋㅋ,영아수당 지급
873,4,0.0885,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",오세훈 저거 면상 보는 게 힘들다,영아수당 지급
1593,4,0.0885,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",이건 아니자나 왜 피같은 세금을 그렇게 쓰니,영아수당 지급
701,4,0.0885,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",새해벽두 부터   속에 천불을  지피는구나   잘못한거는  하나도 없냐  ,영아수당 지급
1880,4,0.0885,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",난 해당이 안되지만 이해가 안가네맞벌이에 조부모나 돌봐줄 사람이 없는 부부에게 지원해야지 않나,영아수당 지급
980,4,0.0885,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",지들이 키우지못할꺼면 낳지도 마라 부모님께 노후에도 육아시키고싶냐 육아가 얼마나 힘든지 지들도 알면서,영아수당 지급
986,4,0.0885,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",바보야 이런정책 수십개 내놔봐야 문제는 비싼 부동산이 해결되지 않으면 이런 무용지물이다 결혼  안하는 솔로족 애없이사는 딩크족 모두 비싼 집값 때문이란걸 왜 모르는지,영아수당 지급
890,4,0.0881,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",차라리 어린이집 교사 처우나 개선하는데 돈 써라 부모가 뭔죄냐ㅉㅉ,영아수당 지급
392,4,0.0881,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",그래 직접적으로 돈으로 줘야 하는게 맞다기저귀값 분유값 잠시도 눈돌릴틈없을 나이인데 조금이라도 나라에서 급여명목으로주니 이쁘게 잘 키우자,영아수당 지급
1506,4,0.0869,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",이런류의 정책을 지금의 여당인 국민의힘에서 야당시절 강력히 비판했었는데  똑같이 하겠지,영아수당 지급
1736,4,0.0869,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",이딴것 하지말고 초등학교 입학연령을 낮춰서 학교에서 돌봄서비스하고 인력들 채용해라학교엔 양호교사도 있고 돌봄교사들 채용해서 고용도 유지하고 만세만 해도 년간 조는 절감된다며,영아수당 지급
1941,4,0.0864,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",눈먼 돈,영아수당 지급
2038,4,0.086,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",나이드신 부모님께 부탁드리는 것도 너무 죄송한 일인데 월 으로 조부모 황혼육아가 더 당연시하게 되는 것 같아 개인적으는 좀 마음 아픈 정책 같아요 지원금 늘릴 생각 말고 구조적으로 베이비시터나 등하원도우미를 늘리고 체계적으로 교육해서 지원해주고 돌봄기관을 확충해서 믿고 맡길 수 있는 장기적이고 거시적인 방법으로 접근하는 게 좋을 것 같습니다,영아수당 지급
597,4,0.086,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",이게 나라지,영아수당 지급
654,4,0.0853,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",영아수당 개풀뜯는소리하지마라 년 출생자수당이지 년  월태어난신생아는 개월된 영아 아니냐 공무원들일하기귀찮아서 만세미만지금안하고 년도로 끊어서지급 하면서 영아수당 나불대지마라  뇌가있기는 하는거냐,영아수당 지급
1547,4,0.0853,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",세만주면 기존에 애낳아 키우는 부모들은 호구냐,영아수당 지급
1529,4,0.0853,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",나라빛도  많은데  그만좀  주지,영아수당 지급
158,4,0.0853,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",출산률을 겨냥한거라면 낳으면 최초지급 얼마 이렇게 해야지이미 낳은 사람은 왜 지원하는거임,영아수당 지급
1697,4,0.0853,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",점수따려고 애쓴다 세훈아 ㅉㅉㅉ,영아수당 지급
1730,4,0.0853,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부", 부정수급 발생 합니다,영아수당 지급
931,4,0.0842,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",돈가꾸 지랄하는 정부네,영아수당 지급
1462,4,0.0824,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",청년자립수당을 오해하는분들이 많은것 같네요고아원에서 만세가 넘어서 퇴소하는 아이들한테 지급하는 돈입니다 일반청년들한테 지급하는 돈이 아닙니다,영아수당 지급
1398,4,0.0823,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",시민단체 지원비 폐지하여 지원하라 이단체들은 봉사단체들 이니 알아서 자비로 운영하고,영아수당 지급
1358,4,0.0813,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",일부러 일안하고 흥청 망청인 애들도 많은데 뭐하는 짓이냐 열심히 일하고 세금 다 떼이는 사람들은 뭐냐 한집에 이것저것 다 받아서 놀고 먹고 사는집도 있다,영아수당 지급
1461,4,0.081,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",청년이 왜 취약계층인거지 지들 스스로가 일을 안하는데 제발 남의 세금 그만좀 써라,영아수당 지급
71,4,0.0799,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",제대로 알고 기사 쓰셔야겠어요 괜히 소급적용 들먹여서 부모들 혼란 주지 마시구요 다른 기사에서 다 나이 기준이라고 예산안에 반영 되었다는데 기자라는 양반이 그정도 확인도 안하시나요,영아수당 지급
1205,4,0.0799,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",안그래도 중소기업은 사람구하기힘든데 아예 청년들 집에서놀고먹게만드네 배고파봐야 노동의가치도 아는법물고기잡아주지말고 낚시하는법을 가르쳐야되는거아니닌가 ㅡㅡ,영아수당 지급
378,4,0.0797,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",돈많은 부자부모틀은 제외해라,영아수당 지급
319,4,0.0797,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",병사 월급 이 제일 얼척없네 ㅋㅋ,영아수당 지급
229,4,0.0783,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",이건무슨 청년이랑 신혼부부만 불쌍하대대만 죽어나는구나대학등록금이나좀 해결해라각 가정에서 월소득 얼마라고  한학기에 씩내냐정말 기가막힌다이누구 개이름이야,영아수당 지급
114,4,0.0776,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",이 제일 지출이 많을때 아닌가,영아수당 지급
448,4,0.0758,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",에휴,영아수당 지급
68,4,0.0753,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",억울하네 ㅋ애들 다큰사람들은 세금만 내고 혜택은없으니 출산율이 꼭 나라의 정책탓일까부부가 지들이 출산안하는것을 속속들이  이유는 너무 많지 않나,영아수당 지급
1576,4,0.0741,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",국민 세금 막 퍼준다고 문정부 욕하던거 엊그제 같은데 감당할수 있다면 좋은 현상임다,영아수당 지급
94,4,0.0741,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",언제부터 오르는거임,영아수당 지급
996,4,0.0741,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",쓰레기들 배운 돌머리들,영아수당 지급
27,4,0.0741,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",휴직도 하지말라는건가요,영아수당 지급
2041,4,0.0741,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",자식은 부모가 키우는 거다 헛돈 쓰는거다,영아수당 지급
1822,4,0.0741,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",서울시민들 좋겠다 부럽다,영아수당 지급
1951,4,0.0741,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",아주 지ㅣ랄은 한다 돌보는지 아닌지 어찌 아냐뭘 해도 허위로 다 꾸밀수 있지,영아수당 지급
362,4,0.0741,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",중고생있는 집들도 좀 도와주세요,영아수당 지급
746,4,0.0741,"거, 소득, 출산율, 지급, 이, 누구, 게, 임, 건가, 부부",월일을 끝으로 발생한 오류건은 모두 조치완료 무슨소린지여전히 오류는 계속 나고있고 새로운 질의가 날마다 올라오고 있음일을 하라는건지 말라는건지  전산을 이렇게 만들어놓고 오픈을 해서 여럿 고생시키고 있음,영아수당 지급
