,reply,tokenized
785,¸í¹ÚÀÌ ¶§µµ  Ç×»ó ¸»°ú Çàµ¿Àº ¹Ý´ë ¿´´Ù,"['¸í¹Ú', 'Ç×»ó', 'Çàµ¿', '¹Ý´ë', '¿´']"
786,¿©±âÀú±â¼­ ´Ù ±î°¡Áö°í Áö ÀÕ¼Ó Ã¬±â´Â ±¸³ª,"['¿©±âÀú±â', '±î', '°¡Áö', 'ÀÕ¼Ó', 'Ã¬±â', '±¸³ª']"
787,À±ÂïÀº ¹úÀÌ´Ù°³»Ô Á¤Ä¡µµ  ¸ð¸£´Â µ·¸Ô´Â ÇÏ¸¶¸¦ »ÌÀº »ç¶÷º¼ÁÙ ¸ð¸£´Â ±¹¹Îµé Å¿ÀÌ´Ù,"['À±', 'Âï', '¹ú', '°³»Ô', 'Á¤Ä¡', 'µ·', 'ÇÏ¸¶', '»ç¶÷', 'º¼', '±¹¹Î', 'Å¿']"
788,ÀÌ·¯°íµµ ´ÙÀ½¿¡ ¶Ç ÂïÀ» °ÍµéÀÌ ÀÖ´Ü°ÅÁö,"['ÀÌ·¯', 'Âï', '´Ü']"
789,¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»,[]
790,ÀÌÂïÀº ´ÉÁöÀÇ ¹®Á¦,"['Âï', '´ÉÁö', '¹®Á¦']"
791,¤¹¤¹¤¹ ÀÔ¸¸ ¿­¸é ±¸¶ó°¡ ÃÄ ³ª¿À³× °Á µðÁö¶ó ¼®¿­¾Æ,"['¤¹¤¹¤¹', 'ÀÔ', '¿­', '±¸¶ó', 'ÃÄ', '°Á', 'µðÁö', '¼®', '¿­']"
792,¶Ç °ÅÁþ¸»,['°ÅÁþ¸»']
794,°³¿ù¿¡ °ÉÀ¸´Ï±î,"['°³¿ù', '°ÉÀ¸´Ï±î']"
795,³ëµ¿½Ã°£ À¯¿¬È­¶ó¸é¼­ Àå½Ã°£ ±Ù·Î °¡´ÉÇÏ°Ô ÇØ³õ°í ¹«½¼ °¡Á¤ ¾çÀ°À» ¿î¿îÇØ ±¹¹ÎÀÌ ¸ÛÃæÀÌ·Î º¸ÀÌ³ª,"['³ëµ¿', 'À¯¿¬', 'È­', '¶ó¸é¼­', 'Àå½Ã°£', '±Ù·Î', '°¡´É', '³õ', '°¡Á¤', '¾çÀ°', '±¹¹Î', '¸Û', 'ÃæÀÌ', 'º¸ÀÌ']"
796,È­°¡³­´Ù,"['È­', '³­´Ù']"
797,¾Æ³ö ÀÌ³¢°¡³ª ÀÇ ¾ÆÀÌµéÀ» °Çµå¸®³×¹Ù º¸¶ó¼­ ÀÌÇØÇÏ·Á Çß´Âµ¥´Ù °Å´ú³»±âÀü¿¡ ¾ó¸¥ ³»¦iÀÚ,"['³ö', 'ÀÌ³¢', '°Çµå¸®', '¹Ù', '¶ó¼­', 'ÀÌÇØ', '·Á', '´Âµ¥´Ù', '´ú', '³»±â', 'Àü', '¾ó¸¥', '¦iÀÚ']"
798,¿å¸¸³ª¿À³× ÁøÂ¥,"['¿å', 'ÁøÂ¥']"
801,´Ï¶û ±¹È¸ÀÇ¿ø ¿¬ºÀµµ »è°¨ÇØ,"['´Ï¶û', '±¹È¸ÀÇ¿ø', '¿¬ºÀ', '»è°¨']"
802,Âï ÁÖºÎ´Ôµé ÀßÇÏ¼Ì¼Ò ¸ðÁö¸®¤µ¤¢ »Ì°í »ì¸²»ìÀÌ ³ª¾ÆÁö¼Ì¼Ò,"['Âï', 'ÁÖºÎ', '´Ô', 'Àß', '¼Ì', '¼Ò', '¸ðÁö¸®', '¤µ', '¤¢', '»ì¸²»ìÀÌ', '³ª¾ÆÁö', '¼Ì', '¼Ò']"
805,ÁøÂ¥ ³ª»Û³×  ±×µ· ¾Æ²¸ ¹¹ÇÒ°Çµ¥ Áì¸® ÁÙ³¢°¡  ÀÌÀÎ°£ ÁøÂ¥ ÅºÇÙ½ÃÅ°ÀÚ,"['ÁøÂ¥', '³ª»Û', 'µ·', '¾Æ²¸', '°Çµ¥', 'Áì¸®', '³¢', 'ÀÎ°£', 'ÁøÂ¥', 'ÅºÇÙ', '½ÃÅ°']"
806,±¹¹ÎÀÇ ÁÖÀû À±¼®¿­°ú ±¹Èû ÀÌ ÀÎ°£µéÀº ¼±À» ³Ñ¾ú´Ù ÀÌ ÀÎ°£µéÀÌ ÀÖ´Â ÇÑ ±¹ÀÍÀº ¼èÅðÇÏ°í Àå¸ð¿Í °ÇÈñ ¹è¸¸ ºÒ¸®¿ïÁöµµ,"['±¹¹Î', 'ÁÖÀû', 'À±¼®¿­', '±¹', 'Èû', 'ÀÎ°£', '¼±', '³Ñ', 'ÀÎ°£', '±¹ÀÍ', '¼èÅð', 'Àå¸ð', '°ÇÈñ', '¹è', 'ºÒ¸®¿ï', 'Áöµµ']"
807,¿ë±Ã¿¡  ÃÄ¹Ù¸£´Â µ·Àº ÀÖ°í ¾î¸£½Å ¾Öµé À§ÇÑ  º¹Áö¿¹»ê »è°¨ÇÏ°í¹¹ ÀÌµý°¡ ´Ù ÀÖ³ë,"['¿ë±Ã', 'ÃÄ¹Ù¸£', 'µ·', '¾î¸£½Å', '¾Ö', 'À§ÇÑ', 'º¹Áö', '¿¹»ê', '»è°¨', 'ÀÌµý', '³ë']"
808,°¡Áõ½º·¯¿î ÀÚ½Ä ¸çÄ¥Àü¿¡µµ ¾ÖµéÀÖ´Âµ¥ °¡¼­ »·»·ÇÏ°Ô ¾ê±âÇÏ´õ´Ï ¾î¶² ½¦ÀÌµéÀÌ »ÌÀº°Å³Ä ÀÌ·¯¸é¼­ ÀúÃâ»êÀÌ¶ó ¾ê±âÇÏ´Ï ¾²·¹±â Áý´Ü,"['°¡Áõ', '½º·¯¿î', 'ÀÚ½Ä', '¸çÄ¥', 'Àü', '¾Ö', '»·»·', '¾ê±â', '´õ´Ï', '½¦', 'ÀÌ·¯', 'ÀúÃâ»ê', '¾ê±â', '¾²·¹±â', 'Áý´Ü']"
809,¿Ö³ð ±º´ë°¡ µ¿ÇØ ¿¡¼­ ¿íÀÏ±â ´Þ°í ÀÛÀüÀ» ÇØµµ Ç×ÀÇ Á¶Â÷ ¾ø´Â ÀÌ ³ð¿¡ Á¤±Ç »ç¹æÆÈ¹æ Áöµé ÇØ Ã³ ¸Ô´Â´ë¸¸ ´«±î¸® ½Ã»¹°³°¡ ÀÌ·¡µµ ÁÁ´Ù°í ÇÏ´Â Âïµé ³»³â ´ëºÁ¶ó ´Ïµé ¼Õ°¡¶ô Â¥¸£°í ½ÍÀ»°Å´Ù,"['¿Ö³ð', '±º´ë', 'µ¿ÇØ', '¿íÀÏ±â', '´Þ', 'ÀÛÀü', 'Ç×', 'Á¶', 'Â÷', 'Á¤±Ç', '»ç¹æÆÈ¹æ', 'Ã³', '´ë¸¸', '´«±î¸®', '½Ã', '»¹', 'ÀÌ·¡µµ', 'Âï', '³»³â', '¼Õ°¡¶ô', 'Â¥¸£', '½Í']"
810,±× µ· ¾îµð·Î Èê·¯ µé¾î°¬³ª¿ä,"['µ·', 'Èê·¯', 'µé¾î°¬', '³ª¿ä']"
811,½âÀ»³ðÀÇ»õ³¢ ÀÌ°Å ¿ÏÀü µµµÏ³ð¾Æ´Ï¾ß,"['½â', '»õ³¢', 'ÀÌ°Å', '¿ÏÀü', 'µµµÏ³ð']"
813,¾Æ´Ï ÀÌ·± ³ª¶ó¿¡¼­ ¾Ö¸¦ ³º¾Æ Å°¿ì¶ó°í ÀúÃâ»ê °í·ÉÈ­ °ÆÁ¤ÇÏÀÚ¸é¼­,"['³ª¶ó', '¾Ö', '³º', 'Å°¿ì', 'ÀúÃâ»ê', '°í·ÉÈ­', '°ÆÁ¤', 'ÀÚ¸é¼­']"
814,µµ´ëÃ¼ ¿Ö ´ëÅë·ÉÀÌ µÇ¾ú´Â°¡,"['µµ´ëÃ¼', '´ëÅë·É', '´Â°¡']"
815,Âï È­ÀÌÆÃ ¤»¤»¤» ¹«½ÄÇØ¼­ ´çÇÏ°íµµ ¶Ç ÂïÇÏ°ÚÁö,"['Âï', 'È­ÀÌÆÃ', '¹«½Ä', '´çÇÏ', 'Âï']"
816,ºÎÀÚ°¨¼¼ Á¾ºÎ¼¼ÀÎÇÏÇÏ°í ¿µºó°ü½ÅÃà ¿ë»êÀÎÅ×¸®¾î¿¡ ¾ÆÁÖ±×³É µ·À» ÃÄ ½ñ¾ÆºÎÀ¸¸é¼­ ¼­¹Îµé Çã¸®¶ì´Â ¿ÀÁö°Ô Á¹¶ó¸Å³× ¾Öµé ÄÚ¹¯Àºµ· »æ¶â¾î¼­ ¿ÜÁ¦Â÷»è°Ú´Ù°í ¹ß¾ÇÇÏ´Â µ¿³×¾ç¾ÆÄ¡Å¬¶ó½º ±è°ÇÈñÀ±¼®¿­,"['ºÎÀÚ', '°¨¼¼', 'Á¾ºÎ', '¼¼', 'ÀÎÇÏ', '¿µºó°ü', '½ÅÃà', '¿ë»ê', 'ÀÎÅ×¸®¾î', '¾ÆÁÖ', 'µ·', 'ÃÄ', '½ñ', 'ºÎÀ¸', '¼­¹Î', 'Çã¸®¶ì', '¿ÀÁö', 'Á¹¶ó¸Å', '¾Ö', 'ÄÚ', '¹¯', 'µ·', '»æ', '¶â', '¿ÜÁ¦', 'Â÷', '»è', '¹ß¾Ç', 'µ¿³×', '¾ç¾ÆÄ¡', 'Å¬¶ó½º', '±è°ÇÈñ', 'À±¼®¿­']"
817,ÀÌ·±³ð  ´ëÅë·É¸Â½À´Ï±î  ¿ì¸®°¡ ÁöÄÑºÁ¾ßÇÕ´Ï±î  ¤µ ¤À  ¤¢   ¤Ó ¶ó´Â ¸»µµ ¾Æ±î¿î ³ðÀÔ´Ï´Ù,"['´ëÅë·É', 'ÁöÄÑºÁ¾ß', 'ÇÕ´Ï±î', '¤µ', '¤À', '¤¢', '¤Ó', '¾Æ±î¿î', 'ÀÔ´Ï´Ù']"
818,À±°¡½Ä,"['À±°¡', '½Ä']"
819,¾îÂ° ´ëÅë·ÉÀÇ ¸»ÀÌ ÇÏºÎ¿¡´Â ¾¾¾Ëµµ ¾È¸ÔÈ÷³Ä ´ëÅë·ÉÀÇ ¸»ÀÌ Ãµ±ÝÃ³·³ ¹«°Å¿ö¾ß ÇÏ°Å´Ã È¥ÀÚ Çê¼Ò¸® ÇÏ´Â°É·Î ¸¸µå´Â Âü¸ðµé Àü¿ø ÅðÁø½ÃÄÑ¾ßÁö Çã±â»ç ¸®´õ½ÊÀÌ ¾øÀ¸´Ï ÆÈ·Î¿ö»ðÀÌ »ý°¡°Ú³Ä¸¸,"['¾îÂ°', '´ëÅë·É', 'ÇÏºÎ', '¾¾¾Ë', '¸ÔÈ÷', '´ëÅë·É', 'Ãµ±Ý', 'Ã³·³', '¹«°Å¿ö¾ß', '°Å´Ã', 'Çê¼Ò¸®', '°É·Î', '¸¸µå', 'Âü¸ð', 'Àü¿ø', 'ÅðÁø', '½ÃÄÑ¾ß', 'Çã±â»ç', '¸®´õ½Ê', 'À¸´Ï', '·Î¿ö', '»ð', '»ý°¡']"
820,¹æ¸¸ÇÑ ±³À°ÀçÁ¤ Á¦´ë·Î °¨ÂûÇÏ°í ¼±º°ÁÖÀÇ º¹ÁöÁ¤Ã¥À» °­È­ÇØ¾ß ´«¸Õµ· ÁÙÀÌ±â ¼ÒµæÀçºÐ¹èÁ¤Ã¥½Ç½ÃÇØ¾ß,"['¹æ¸¸', '±³À°', 'ÀçÁ¤', 'Á¦´ë·Î', '°¨Âû', '¼±', 'º°ÁÖ', 'º¹Áö', 'Á¤Ã¥', '°­È­', '´«¸Õ', 'µ·', 'ÁÙÀÌ', '¼Òµæ', 'Àç', 'ºÐ¹è', 'Á¤Ã¥', '½Ç½Ã']"
821,¸í½ÅÀÌ³ª ¿ë»ê°³°í±â´Â ¼ºÇü°ú ¼ú ÇãÀ§ÀÌ·Â ÁÖ°¡Á¶ÀÛ¿¡¸¸ µ·À» ¾²°í »ì¾Æ¼­ ÀÌ·¸°Ô ¹«½ÄÇÔ,"['¸í½Å', '¿ë»ê', '°³°í±â', '¼ºÇü', '¼ú', 'ÇãÀ§', 'ÀÌ·Â', 'ÁÖ°¡', 'Á¶ÀÛ', 'µ·', '¹«½Ä']"
822,Áö±Ý Á¤ºÎ°¡ ¾ó±¼µð¹Ì´Â ´ëºÎºÐÀÇ Á¶Á÷°ú ´ÜÃ¼´Â¿¹»ê »è°¨ÀÌ µ¿¹ÝÇÏ´Â ¼öÁØÀÓ¿Â´Ù¸é ¸·¾È»ç,"['Áö±Ý', 'Á¤ºÎ', '¾ó±¼', 'µð¹Ì', '´ëºÎºÐ', 'Á¶Á÷', '´ÜÃ¼', '¿¹»ê', '»è°¨', 'µ¿¹Ý', '¼öÁØ', '¿Â´Ù¸é', '¸·', '¾È»ç']"
823,¿ÂÅë °ÅÁþ¸»,"['¿ÂÅë', '°ÅÁþ¸»']"
825,¾Ö°¡ ¾ø´Âµ¥ ¿¹»êÀ» ³ôÀÌ³ª ºÏÇÑ±¹ÀÏº¸ ±â·¹±â¾ß¤»¤»¤»,"['¾Ö', '¿¹»ê', '³ôÀÌ', 'ºÏ', 'ÇÑ±¹ÀÏº¸', '·¹±â']"
826,À±ÅëÀº ¸¶ÀÌ³Ê½ºÀÇ ¼ÕÀÌ´Ù ÁøÂ¥ ´ë´ÜÇÏ´Ù,"['À±Åë', '¸¶ÀÌ³Ê½º', '¼Õ', 'ÁøÂ¥', '´ë´Ü']"
827,°ÅÁþ¸»Á¤±ÇÀ±ÅÖ ÁöÁöÇÏ´Â ºÐµé ¾ó¸¶³ª ´õ ´çÇØºÁ¾ß Á¤½ÅÂ÷¸±±î,"['°ÅÁþ¸»', 'Á¤±Ç', 'À±', 'ÅÖ', 'ÁöÁö', 'ºÐ', '´çÇØ', 'ºÁ¾ß', 'Á¤½Å', 'Â÷¸±±î']"
828,ÇÏ´ÂÁþ¸¶´Ù ¿ª´ë±ÞÀÌ´Ù  ¹ø ÂïÀº ºÐµé Á¦¹ß Á¤½ÅÂ÷¸³½Ã´Ù,"['¸¶´Ù', '¿ª´ë', '±Þ', 'Âï', 'ºÐ', 'Á¦¹ß', 'Á¤½Å', 'Â÷¸³½Ã´Ù']"
829,°¡Á¤¾çÀ°À» °­Á¶ÇÑ °ÍÀÌ¶ó°í ÀÏºÎ·¯ Àú·±  ¼Ò¸®¸¦ ÇÏ´Â °Ô ¾Æ´Ò±î ½Í±âµµ ÇÔ ¤§¤§¤§,"['°¡Á¤', '¾çÀ°', '°­Á¶', 'ÀÏºÎ·¯', 'Àú·±', '¼Ò¸®', '¾Æ´Ò±î', '½Í', '¤§', '¤§', '¤§']"
830,»Ì¾ÆÁØ ¹øÂïµé ´À±×°¡ ¸Å±¹³ë´ÙÀ±µÎÃ¢ ±èÁì¸®´Â ¼ÓÀÎÀû ¾ø´Ù¼Ó¾ÆÁØ ´À±×°¡ ¸Å±¹³ë´Ù,"['ÁØ', 'Âï', '´À±×', '¸Å±¹³ë', 'À±µÎ', 'Ã¢', '±è', 'Áì¸®', '¼ÓÀÎ', 'Àû', '¼Ó', 'ÁØ', '´À±×', '¸Å±¹³ë']"
831,ÀÌ·¯°í Ãâ»ýÀ² ±â´ëÇÏ´Â°ÅÀÓ,"['ÀÌ·¯', 'Ãâ»ý', 'À²', '±â´ë']"
832,¿ª´ë±Þ °³Áø»ó,"['¿ª´ë', '±Þ', 'Áø»ó']"
833,ÀÌ°ÍÀÌ  ±¹Èû´ç Á¤Ä¡´Ù ¸»¸¸ ÇÏ°í ±¹¹ÎÀº   ¹«½Ã µÞÅë¼ö Ä¡´Â     ¾ÆÄ¡     ³¢ µéÀÌ ¸ðÀÎ Á¤´ç    ¾Æ Ä¡ ´ç ¹Ù·Î ±¹¹ÎÀÇÈû´ç,"['±¹', 'Èû', '´ç', 'Á¤Ä¡', '±¹¹Î', '¹«½Ã', 'µÞ', 'Åë¼ö', '¾ÆÄ¡', '³¢', '¸ðÀÎ', 'Á¤´ç', '´ç', '±¹¹Î', 'Èû', '´ç']"
834,°ÅÁþ¸»ÀïÀÌ°¡µÇ¹ö·È³×¿ä¤Ñ¤Ñ,"['°ÅÁþ¸»', 'ÀïÀÌ', '¹ö·È', '¤Ñ¤Ñ']"
835,À±¼®¿­ÀÌ ¸»ÇÏ¸é Âü Âü¸ðÁøµéÀº ÇØ¼®µµ ÀßÇÏ³×,"['À±¼®¿­', '¸ðÁø', 'ÇØ¼®', 'Àß']"
836,¹» ±â´ëÇØ±â´ë´Â°Ô ¹Ùº¸Áö,"['¹»', '±â´ë', '±â´ë', '¹Ùº¸']"
837,ÀÏ¿¡ °á±¹ ÃÐºÒÁýÈ¸ÇÏ³×¿ä,"['ÃÐºÒ', 'ÁýÈ¸']"
838,¸ðÁö¸® ³ú°¡ ¾ø´Â ¾óÅ« ¼ú²Û ÅºÇÙÀÌ ´äÀÌ´Ù ´«¿¡´Â ´« ÀÌ¿¡´Â ÀÌ,"['¸ðÁö¸®', '³ú', '¾óÅ«', '¼ú', '²Û', 'ÅºÇÙ', '´ä', '´«', '´«']"
839,¾ÖµéÀº °Çµå´Â°Å ¾Æ´Ï¾ß,"['¾Ö', 'µå']"
840,¹«½¼°ø¾àÀ» Çß´ÂÁöµµ ¸ð¸¦°Å´Ù ÀÌ¹«´ÉÇÏ°í ¹«´ëÆ÷ÀÎÀÚ°¡ ÁøÁ¤´ëÇÑ¹Î±¹ ´ëÅë·ÉÀÎ°¡¿ä ÇÒ¸»ÀÌ¾ø³×¿ä,"['°ø¾à', '¸ð¸¦', '¹«´É', '¹«', '´ëÆ÷', 'ÀÎÀÚ', 'ÁøÁ¤', '´ëÇÑ¹Î±¹', '´ëÅë·É', 'ÀÎ°¡¿ä']"
842,¿ì¸® ‚‹Ä«²²¼­´Â °³¿ù ¿µ¾Æµé º¸°í °³³×µéÀº ¹¹ÇÏ³Ä°í ¹¯´Â À§ÀÎÀÔ´Ï´Ù ¹¹ÇÏ±ä ¹»ÇØ ¸Ô°í ½Î°í ÀÜ´Ù ÀÌ »õ²ô¾ß¤»¤»¤»,"['‚‹Ä«²²¼­´Â', '°³¿ù', '¿µ¾Æ', '³Ä°í', '¹¯', 'À§ÀÎ', 'ÀÔ´Ï´Ù', 'ÇÏ±ä', '¹»', '½Î', 'ÀÜ´Ù', '»õ', '²ô']"
843,°¡Á¤¾çÀ°ÇÏ±â Èûµç ¼¼»óÀÎµ¥ ÀÌ°ÇÂÍ,"['°¡Á¤', '¾çÀ°', 'Èûµç', '¼¼»ó', 'ÀÌ°Ç', 'ÂÍ']"
844,¹®Å©¿¡¼­ À±Å©·Î ÀÌ¾îÁö´Â Á¶¼±ÀÎ ¾È¶ô»ç °èÈ¹,"['¹®Å©', 'À±', 'Å©·Î', 'ÀÌ¾îÁö', 'Á¶¼±ÀÎ', '¾È¶ô»ç', '°èÈ¹']"
845,¿äÁò½ºÆ®·¹½º¹Þ´Â´Ù,"['¿äÁò', '½ºÆ®·¹½º', '´Â´Ù']"
846,ÀÌ»õ³¢ ¾ðÁ¦ µÚÁú¶ó³ª,"['»õ³¢', 'µÚ', 'Áú', '¶ó³ª']"
847,¾ê ÁöÁö´Â Áö´ÉÀÇ ¿µ¿ª,"['¾ê', 'ÁöÁö', 'Áö´É', '¿µ¿ª']"
849,ºÎ¸ð±Þ¿© ÅëÇØ º¸À° ±âÁ¶ °¡Á¤¾çÀ°À¸·Î ºÎ¸ð¼öÀÍÀ» ³ô¿©¾ß °Ú´Âµ¥,"['ºÎ¸ð', '±Þ¿©', 'ÅëÇØ', 'º¸À°', '±âÁ¶', '°¡Á¤', '¾çÀ°', 'ºÎ¸ð', '¼öÀÍ', '³ô¿©¾ß', '°Ú´Âµ¥']"
850,¾Æ ¿©ÀÚµé ´Ù Á÷Àå ±×¸¸µÎ¶ó´Â ¼Ò¸®±¸³ª,"['¿©ÀÚ', 'Á÷Àå', '±×¸¸µÎ', '¼Ò¸®', '±¸³ª']"
852,‚‹ÀÌ °©ÀÚ±â ¶á±Ý¾øÀÌ ¾îµð °£´Ù °Å±â ¿¹»ê»è°¨ ¼±¾ð ¶§¸®±â Àü¿¡ ²Ã¿¡ ´Þ·¡·¯ °¡´Â°ÅÀÓ ¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»,"['‚‹ÀÌ', '°©ÀÚ±â', '¶á±Ý¾øÀÌ', '°£´Ù', '°Å±â', '¿¹»ê', '»è°¨', '¼±¾ð', '¶§¸®', 'Àü', '²Ã', '´Þ·¡', '·¯']"
853,¾îµð´Ù µ· ¾²´À³Ä¿¡ °ü½ÉÃ´µµ°¡ µå·¯³ª´Â°Å´Ù Ãâ»ê À°¾Æ ¼­¹Î ¸ðµÎ »è°¨ÇÏ´Â°Å º¸¸é ¾Æ¹«°ü½ÉÀÌ ¾ø´Âµí¿À·ÎÁö ´ëÅë·É  ÁöÇÑÅ× ÇØ´çÇÏ´Â µ·¸¸ ´Ã¾î³ª³×,"['µ·', '´À³Ä', '°ü½É', 'Ã´µµ', 'µå·¯³ª', 'Ãâ»ê', 'À°¾Æ', '¼­¹Î', '»è°¨', '¾Æ¹«', '°ü½É', '´ëÅë·É', 'ÇØ´ç', 'µ·', '´Ã¾î³ª']"
854,°í¼ÒÇÏ´Ù Âïµé´õ °í»ýÇØ¶ó,"['°í¼Ò', 'Âï', '°í»ý', 'ÇØ¶ó']"
855,Áî±× »õ³¢µéÇÑÅ× °¥µ· Â©¶óµµ ±×·¡µµ ³ëÀÎ³×µéÀº À±°¡³ðÇÏ°í ±¹Áü´ç Âï´Â´Ù,"['Áî±×', '»õ³¢', '°¥', 'µ·', 'Â©¶óµµ', '³ëÀÎ', 'À±°¡', '±¹', 'Áü', '´ç', 'Âï', '´Â´Ù']"
856,ÀÌ·¯´Ï ÀÌÀÎ°£À» ¾îÂî ¹Ï³Ä±¸ ÀÌÁß ÀÎ°ÝÀÚ ¾ø´Â »ç¶÷¸¸ Á¡Á¡ Èûµé¾îÁø´Ù,"['ÀÌ·¯', 'ÀÎ°£', '¹Ï', '³Ä±¸', 'ÀÌÁß', 'ÀÎ°ÝÀÚ', '»ç¶÷', 'Á¡Á¡', 'Èûµé', 'Áø´Ù']"
857,ÀÌ°Ç¾Æ´ÏÁÒ   ÀÎ±¸Àýº®¿¡ ÀúÃâ»ê°í·ÉÈ­·Î½É°¢ÇÑµ¥  À±´ëÅë·É´ÔÁÖÀ§¿¡ ¹Ù¸¥¸»ÇÏ´ÂÀÇ¿ø¾ø³ª¿ä,"['ÀÌ°Ç', 'ÁÒ', 'ÀÎ±¸', 'Àýº®', 'ÀúÃâ»ê', '°í·ÉÈ­', '½É°¢', 'À±', '´ëÅë·É', '´Ô', 'ÁÖÀ§', '¹Ù¸¥', 'ÀÇ¿ø', '³ª¿ä']"
859,ÀÌ Äû´Â ¾ÈµÊ±×³É ¾¾ ¤©  ¤Ä ±Í,"['Äû´Â', '¾¾', '¤©', '¤Ä', '±Í']"
860,¾ðÁ¦³Ä ¸»»Ó,['»Ó']
861,ÀÌÁ¦´©°¡°áÈ¥ÇÏ³ª ¤¸¤©µéÇÏ°íÀÕ³×,"['ÀÌÁ¦', '°áÈ¥', '¤¸', '¤©', 'ÀÕ']"
862,°¡Á¤¾çÀ°¿ì¸®³ª¶ó¼¼ ¸Â´Â ¾ß±×³Ä ÀÌ,"['°¡Á¤', '¾çÀ°', '¿ì¸®³ª¶ó', '¼¼', '¾ß±×']"
863,ÀÌ Àº µµ´ëÃ¼ ¸Ó³Ä,"['µµ´ëÃ¼', '¸Ó']"
864,ÀÌ·±°É »ÌÀº »ç¶÷µéÀº Á¦¹ß  ¾Æ ¸»À» ¸»ÀÚ,"['»ç¶÷', 'Á¦¹ß']"
867,‚‹°¡Ã³·³ °³³ª Å°¿ì¶ó´Â°Ü,"['‚‹°¡Ã³·³', 'Å°¿ì', '°Ü']"
868,¿ø·¡ ±¹Áü Á¤±ÇÀº ´Ü ÇÑ¹øµµ ±¹¹Î À§ÇÑ º¹Áö¿¡ µ·À» ¾´ ÀûÀÌ ¾ø¾î ±¹Áü Á¤±ÇÀº ¾ÖÃÊ¿¡ Á¤±ÇÀ» Àâ¾Æ¼± ¾È µÉ Áý´ÜÀÌ¶ó ÀÌ°Å ÁöÁöÇÏ´Â °ÍµéÀÌ µåÈåÈåÈåÈï½ÅµéÀÎ°Ç ¸Â´Âµ¥ Áö³­ ´ë¼±Àº ¹ÎÁÖ´ç Àß¸øÀÌ ´õ Å©Áö Àü°ú¹ü¿¡ Áö±Ýµµ ¹üÁËÀÇÈ¤ÀÌ È­¼öºÐÃ³·³ ½ñ¾ÆÁ®³ª¿À´Â ÀÌÀç¸í °°Àº °É ÈÄº¸·Î ³»¼¼¿üÀ¸´Ï,"['¿ø·¡', '±¹', 'Áü', 'Á¤±Ç', '´Ü', '±¹¹Î', 'À§ÇÑ', 'º¹Áö', 'µ·', '¾´', 'Àû', '±¹', 'Áü', 'Á¤±Ç', '¾ÖÃÊ', 'Á¤±Ç', '¾Æ¼±', 'µÉ', 'Áý´Ü', 'ÀÌ°Å', 'ÁöÁö', 'µå', 'ÈåÈï', '½Å', 'Áö³­', '´ë¼±', '¹ÎÁÖ´ç', 'Àß¸ø', 'Å©', 'Àü°ú¹ü', 'Áö±Ý', '¹üÁË', 'ÀÇÈ¤', 'È­¼öºÐ', 'Ã³·³', '½ñ¾ÆÁ®', 'ÀÌÀç¸í', 'ÈÄº¸', '³»¼¼¿ü', 'À¸´Ï']"
869,¾àÀÚµé ¿¹»ê¸¸ ¾ß±Ý¾ß±Ý »è°¨ÇØ¹ö¸®°í ¾ø¾Ö¹ö¸®ÁÒ¸¸¼¼ ÃÊµîÀÔÇÐ ½ÃÅ°ÀÚ Çß´ø°Íµµ °°Àº ÀÇµµÀÓ¿©°¡ºÎ ¾ø¾Ø´Ù°í ‚‹ÂïÀº Àú´É¾Æµé °ð ÈÄÈ¸ÇÒ°Å´Ù ´Ï°¡ ¹Þ´ø ÇýÅÃµéµµ ¾ß±Ý¾ß±Ý ¾ø¾îÁú°Å°Åµç ¿¹¸¦µé¸é ±º¿¹»ê ÀÇ·áº¸Çè ¤»¤»¤»,"['¾àÀÚ', '¿¹»ê', '¾ß±Ý¾ß±Ý', '»è°¨', '¾ø¾Ö', 'ÁÒ', '¸¸¼¼', 'ÃÊµî', 'ÀÔÇÐ', '½ÃÅ°', '´ø', 'ÀÇµµ', '¿©°¡', 'ºÎ', '¾ø¾Ø´Ù°í', '‚‹ÂïÀº', 'Àú´É¾Æ', 'ÈÄÈ¸', 'ÇÒ°Å', '´ø', 'ÇýÅÃ', '¾ß±Ý¾ß±Ý', 'Áú', '°Åµç', '±º', '¿¹»ê', 'ÀÇ·á', 'º¸Çè']"
870,ÀÌ·± ¸ÓÀú¸®¸¦,['¸ÓÀú¸®']
872,°³   ÀÚ½ÄÀÌ³ª Å°¿ì°í ÀÖÀ¸´Ï¸Ö ¾Ë¾Æ,"['ÀÚ½Ä', 'Å°¿ì', 'À¸´Ï', '¸Ö']"
873,¤»¤»¤» ¾Ö¤·¹Ì µÚÁø ±¹°¡ ¿î¿µ Àßº¸°íÀÖ´Ù,"['¾Ö', '¤·¹Ì', 'µÚÁø', '±¹°¡', '¿î¿µ', 'Àß']"
